Flight Number,PassengerID,Airline,Origin,Destination,Scheduled Departure,Actual Departure,Scheduled Arrival,Actual Arrival,Departure Delay (min),Arrival Delay (min),Delay Reason,Passenger Satisfaction,Survey Score,Comments,Number of Passengers,Date,Delay Duration (minutes),Flight Status
FN9125,PAX2093,SkyJet,JFK,SEA,16:26,16:51,19:37,20:02,25,25,Weather,Medium,5,Friendly staff.,127,2024-11-25,25,Delayed
FN6444,PAX2094,SkyJet,ORD,SEA,03:36,04:07,05:12,05:43,31,31,Technical,Low,5,,75,2024-12-18,31,Delayed
FN6543,PAX2095,FlyHigh,JFK,SEA,08:00,08:26,11:57,12:23,26,26,Weather,Medium,4,Smooth flight.,259,2024-04-27,26,Delayed
FN6769,PAX2096,SkyJet,DFW,SEA,01:49,02:22,04:26,04:59,33,33,None,Low,3,Great service!,118,2024-10-20,33,Delayed
FN8275,PAX2097,JetStream,DFW,SEA,17:36,18:00,20:33,20:57,24,24,Technical,Medium,2,Smooth flight.,144,2024-06-07,24,Delayed
FN3504,PAX2098,SkyJet,LAX,DEN,02:58,03:22,05:36,06:00,24,24,Weather,Medium,1,Delay was frustrating.,57,2024-10-29,24,Delayed
FN4086,PAX2099,CloudAir,DFW,MIA,15:23,15:51,19:05,19:33,28,28,Weather,Medium,5,Great service!,233,2024-08-15,28,Delayed
FN6465,PAX2100,FlyHigh,ORD,PHX,19:39,20:11,23:21,23:53,32,32,Weather,Low,2,,293,2024-12-30,32,Delayed
FN4839,PAX2101,FlyHigh,DFW,SEA,09:48,10:32,11:35,12:19,44,44,None,Low,5,Uncomfortable seats.,240,2024-08-03,44,Delayed
FN1458,PAX2102,FlyHigh,ORD,MIA,22:52,23:18,00:35,01:01,26,26,Weather,Medium,5,Great service!,221,2024-07-02,26,Delayed
FN5310,PAX2103,CloudAir,DFW,SEA,08:05,08:36,10:41,11:12,31,31,Weather,Low,4,Friendly staff.,220,2024-01-15,31,Delayed
FN9564,PAX2104,CloudAir,ATL,SEA,15:41,16:02,17:13,17:34,21,21,Technical,Medium,5,Smooth flight.,95,2024-06-05,21,Delayed
FN9644,PAX2105,FlyHigh,ATL,DEN,05:52,06:17,07:43,08:08,25,25,Crew,Medium,4,,195,2024-05-15,25,Delayed
FN4966,PAX2106,FlyHigh,ATL,DEN,03:29,04:00,07:12,07:43,31,31,Weather,Low,4,,165,2024-09-17,31,Delayed
FN7098,PAX2107,JetStream,ORD,PHX,17:43,18:14,19:36,19:43,31,7,Crew,Medium,4,Delay was frustrating.,58,2024-06-05,7,Delayed
FN1713,PAX2108,JetStream,ATL,MIA,03:53,04:30,07:49,08:26,37,37,None,Low,4,Friendly staff.,237,2024-02-16,37,Delayed
FN6106,PAX2109,AirNova,ORD,PHX,10:53,11:28,12:58,13:33,35,35,None,Low,5,,149,2024-11-19,35,Delayed
FN5682,PAX2110,AirNova,LAX,BOS,13:32,13:59,17:19,17:46,27,27,Crew,Medium,5,Uncomfortable seats.,148,2024-11-27,27,Delayed
FN1521,PAX2111,CloudAir,JFK,SEA,16:36,17:07,18:27,18:58,31,31,Weather,Low,2,Uncomfortable seats.,111,2024-06-21,31,Delayed
FN2617,PAX2112,CloudAir,JFK,BOS,05:00,05:22,08:42,09:04,22,22,Weather,Medium,4,Smooth flight.,299,2024-05-09,22,Delayed
FN9949,PAX2113,FlyHigh,LAX,PHX,19:43,20:16,23:27,23:28,33,1,Weather,Medium,3,Delay was frustrating.,96,2024-04-04,1,Delayed
FN7957,PAX2114,AirNova,ORD,BOS,08:41,09:09,12:21,12:49,28,28,Crew,Medium,3,Great service!,293,2024-04-24,28,Delayed
FN1473,PAX2115,FlyHigh,LAX,BOS,00:37,00:57,04:06,04:26,20,20,Crew,Medium,1,Smooth flight.,104,2024-08-30,20,Delayed
FN3076,PAX2116,JetStream,LAX,DEN,01:24,02:02,03:51,04:29,38,38,None,Low,1,,234,2024-10-18,38,Delayed
FN1932,PAX2117,AirNova,ORD,PHX,08:53,09:24,11:34,12:05,31,31,Crew,Low,3,,142,2024-10-08,31,Delayed
FN6087,PAX2118,FlyHigh,DFW,DEN,12:36,12:56,16:22,16:42,20,20,Weather,Medium,4,Delay was frustrating.,52,2024-10-25,20,Delayed
FN3560,PAX2119,JetStream,ATL,SEA,01:12,01:42,04:43,05:13,30,30,Technical,Medium,2,Friendly staff.,242,2024-10-09,30,Delayed
FN8101,PAX2120,JetStream,ATL,PHX,23:26,23:55,01:35,02:04,29,29,Crew,Medium,5,Great service!,231,2024-03-09,29,Delayed
FN2549,PAX2121,JetStream,LAX,MIA,02:18,02:56,04:23,04:21,38,-2,Weather,High,5,Delay was frustrating.,178,2024-05-27,0,On Time
FN7124,PAX2122,JetStream,LAX,SEA,03:51,04:26,06:25,07:00,35,35,Crew,Low,3,Delay was frustrating.,264,2024-01-11,35,Delayed
FN9284,PAX2123,SkyJet,JFK,PHX,06:35,07:07,10:03,10:35,32,32,Weather,Low,2,,98,2024-09-10,32,Delayed
FN3118,PAX2124,JetStream,ORD,BOS,23:36,00:16,02:52,03:00,40,8,Crew,Medium,3,Friendly staff.,192,2024-11-25,8,Delayed
FN1098,PAX2125,JetStream,ATL,DEN,16:27,16:53,18:02,18:28,26,26,Technical,Medium,3,,283,2024-12-25,26,Delayed
FN9644,PAX2126,FlyHigh,ORD,SEA,20:41,21:14,00:05,00:07,33,2,Crew,Medium,3,Smooth flight.,176,2024-02-07,2,Delayed
FN9327,PAX2127,CloudAir,JFK,BOS,18:27,18:54,20:01,20:28,27,27,None,Medium,5,Friendly staff.,193,2024-05-13,27,Delayed
FN3271,PAX2128,SkyJet,DFW,SEA,01:13,01:42,02:44,02:45,29,1,Weather,Medium,4,Smooth flight.,230,2024-07-18,1,Delayed
FN1347,PAX2129,JetStream,DFW,PHX,17:55,18:18,21:01,21:24,23,23,Weather,Medium,4,,80,2024-01-23,23,Delayed
FN2695,PAX2130,FlyHigh,DFW,PHX,00:23,00:50,02:51,02:46,27,-5,None,High,1,Great service!,168,2024-10-29,0,On Time
FN4359,PAX2131,CloudAir,ATL,PHX,02:26,02:52,04:26,04:52,26,26,Weather,Medium,4,,154,2024-12-11,26,Delayed
FN2242,PAX2132,AirNova,JFK,DEN,19:10,19:30,22:16,22:36,20,20,None,Medium,5,Delay was frustrating.,225,2024-10-28,20,Delayed
FN3025,PAX2133,JetStream,LAX,BOS,20:13,20:50,22:03,22:40,37,37,Technical,Low,4,Friendly staff.,98,2024-12-28,37,Delayed
FN6546,PAX2134,JetStream,JFK,PHX,08:59,09:36,11:33,12:10,37,37,Crew,Low,5,,238,2024-08-05,37,Delayed
FN7458,PAX2135,CloudAir,JFK,PHX,07:32,08:03,10:02,10:33,31,31,Technical,Low,2,Great service!,91,2024-05-20,31,Delayed
FN2149,PAX2136,SkyJet,DFW,SEA,18:50,19:12,21:42,22:04,22,22,Weather,Medium,2,Great service!,289,2024-04-13,22,Delayed
FN7167,PAX2137,AirNova,LAX,PHX,10:57,11:25,14:15,14:43,28,28,Weather,Medium,4,Friendly staff.,274,2024-07-28,28,Delayed
FN8054,PAX2138,SkyJet,ORD,SEA,01:27,01:51,03:06,03:04,24,-2,Technical,High,2,Uncomfortable seats.,115,2024-04-20,0,On Time
FN9558,PAX2139,SkyJet,JFK,BOS,06:27,07:06,08:12,08:18,39,6,Weather,Medium,3,Friendly staff.,85,2024-04-13,6,Delayed
FN2154,PAX2140,AirNova,JFK,MIA,20:01,20:28,23:36,23:44,27,8,Weather,Medium,5,,135,2024-11-11,8,Delayed
FN5760,PAX2141,FlyHigh,ATL,BOS,14:45,15:12,17:30,17:57,27,27,Weather,Medium,5,Smooth flight.,295,2024-06-19,27,Delayed
FN6350,PAX2142,CloudAir,JFK,PHX,04:56,05:25,08:48,09:17,29,29,Weather,Medium,1,Smooth flight.,169,2024-12-21,29,Delayed
FN1737,PAX2143,SkyJet,ORD,SEA,17:29,17:54,19:54,20:19,25,25,None,Medium,4,Delay was frustrating.,237,2024-11-19,25,Delayed
FN1949,PAX2144,FlyHigh,JFK,SEA,16:42,17:09,19:20,19:47,27,27,None,Medium,2,,73,2024-05-12,27,Delayed
FN8028,PAX2145,CloudAir,ATL,MIA,04:08,04:35,07:56,08:23,27,27,None,Medium,4,,110,2024-10-19,27,Delayed
FN3732,PAX2146,CloudAir,ATL,SEA,19:16,19:43,22:30,22:33,27,3,Crew,Medium,3,Friendly staff.,222,2024-11-23,3,Delayed
FN5445,PAX2147,CloudAir,DFW,MIA,22:38,23:11,02:11,02:44,33,33,Weather,Low,4,Smooth flight.,265,2024-05-06,33,Delayed
FN1394,PAX2148,AirNova,JFK,DEN,06:44,07:10,08:39,09:05,26,26,Crew,Medium,5,Delay was frustrating.,83,2024-04-15,26,Delayed
FN8108,PAX2149,JetStream,DFW,MIA,13:52,14:30,16:13,16:51,38,38,Crew,Low,2,,290,2024-04-01,38,Delayed
FN5862,PAX2150,SkyJet,ATL,MIA,00:40,01:08,02:28,02:25,28,-3,None,High,5,Great service!,246,2024-10-13,0,On Time
FN4590,PAX2151,SkyJet,ATL,MIA,19:54,20:19,23:49,23:52,25,3,Crew,Medium,4,Delay was frustrating.,53,2024-02-20,3,Delayed
FN5885,PAX2152,SkyJet,JFK,DEN,00:41,01:09,04:35,05:03,28,28,Weather,Medium,2,Great service!,135,2024-01-29,28,Delayed
FN6563,PAX2153,SkyJet,LAX,DEN,23:56,00:26,01:46,01:49,30,3,Crew,Medium,4,Smooth flight.,85,2024-10-22,3,Delayed
FN8775,PAX2154,AirNova,ORD,DEN,21:09,21:41,23:50,00:22,32,32,Weather,Low,1,Great service!,251,2024-10-23,32,Delayed
FN4975,PAX2155,AirNova,LAX,MIA,20:39,21:07,22:50,23:18,28,28,Weather,Medium,2,Smooth flight.,227,2024-08-01,28,Delayed
FN2184,PAX2156,SkyJet,ORD,MIA,22:23,23:02,00:49,00:48,39,-1,Weather,High,2,Smooth flight.,286,2024-09-23,0,On Time
FN8868,PAX2157,FlyHigh,ORD,DEN,06:10,06:39,10:09,10:38,29,29,None,Medium,3,Great service!,230,2024-09-13,29,Delayed
FN2785,PAX2158,AirNova,ORD,PHX,14:28,15:05,16:32,17:09,37,37,Weather,Low,3,,183,2024-10-28,37,Delayed
FN8899,PAX2159,CloudAir,LAX,DEN,17:35,18:07,19:19,19:51,32,32,Technical,Low,5,Smooth flight.,122,2024-04-10,32,Delayed
FN5000,PAX2160,CloudAir,DFW,DEN,09:43,10:24,11:28,12:09,41,41,Weather,Low,5,Smooth flight.,52,2024-12-11,41,Delayed
FN5858,PAX2161,FlyHigh,ATL,SEA,09:35,09:59,12:50,13:14,24,24,Weather,Medium,4,Great service!,253,2024-04-19,24,Delayed
FN9898,PAX2162,CloudAir,LAX,MIA,01:08,01:46,03:08,03:46,38,38,None,Low,4,Uncomfortable seats.,252,2024-06-30,38,Delayed
FN1930,PAX2163,AirNova,ATL,BOS,01:44,02:10,03:28,03:54,26,26,None,Medium,4,Delay was frustrating.,174,2024-11-08,26,Delayed
FN9814,PAX2164,JetStream,LAX,BOS,14:37,15:03,18:15,18:18,26,3,Weather,Medium,1,Smooth flight.,194,2024-01-01,3,Delayed
FN6027,PAX2165,FlyHigh,DFW,DEN,10:53,11:30,14:06,14:43,37,37,Weather,Low,4,Friendly staff.,229,2024-11-14,37,Delayed
FN6404,PAX2166,FlyHigh,ATL,DEN,17:55,18:36,20:35,21:16,41,41,Weather,Low,2,Smooth flight.,207,2024-02-24,41,Delayed
FN4600,PAX2167,FlyHigh,DFW,BOS,21:09,21:47,01:07,01:45,38,38,Crew,Low,3,Smooth flight.,83,2024-05-28,38,Delayed
FN9066,PAX2168,CloudAir,DFW,PHX,19:01,19:44,22:28,23:11,43,43,Crew,Low,1,Smooth flight.,150,2024-11-04,43,Delayed
FN1615,PAX2169,AirNova,ORD,SEA,03:35,04:13,05:31,06:09,38,38,Crew,Low,3,Great service!,86,2024-05-16,38,Delayed
FN1109,PAX2170,SkyJet,ATL,DEN,04:20,04:45,06:12,06:37,25,25,None,Medium,5,Uncomfortable seats.,263,2024-07-20,25,Delayed
FN3603,PAX2171,SkyJet,ORD,DEN,15:58,16:20,19:25,19:47,22,22,Crew,Medium,5,Friendly staff.,228,2024-11-08,22,Delayed
FN3298,PAX2172,SkyJet,DFW,DEN,18:17,18:40,19:58,20:21,23,23,Weather,Medium,3,Uncomfortable seats.,151,2024-04-26,23,Delayed
FN9468,PAX2173,AirNova,ATL,SEA,15:17,15:52,18:14,18:49,35,35,Weather,Low,4,Smooth flight.,287,2024-06-02,35,Delayed
FN1497,PAX2174,SkyJet,ATL,PHX,18:40,19:10,21:25,21:55,30,30,Technical,Medium,5,,250,2024-10-17,30,Delayed
FN4178,PAX2175,JetStream,ORD,PHX,13:45,14:11,16:42,16:37,26,-5,Technical,High,2,,269,2024-03-03,0,On Time
FN7861,PAX2176,CloudAir,ATL,BOS,04:03,04:33,07:50,08:20,30,30,None,Medium,5,Delay was frustrating.,105,2024-08-31,30,Delayed
FN3666,PAX2177,AirNova,ORD,PHX,10:01,10:38,12:30,13:07,37,37,None,Low,2,Friendly staff.,243,2024-01-25,37,Delayed
FN2691,PAX2178,CloudAir,JFK,DEN,10:58,11:25,13:31,13:58,27,27,Weather,Medium,3,Friendly staff.,182,2024-03-30,27,Delayed
FN3968,PAX2179,SkyJet,JFK,BOS,16:07,16:33,18:23,18:49,26,26,Weather,Medium,3,Delay was frustrating.,173,2024-03-15,26,Delayed
FN6360,PAX2180,FlyHigh,DFW,MIA,10:34,11:06,12:24,12:56,32,32,Weather,Low,2,Smooth flight.,200,2024-10-20,32,Delayed
FN4262,PAX2181,FlyHigh,JFK,PHX,11:32,11:57,15:00,15:25,25,25,None,Medium,5,,154,2024-07-28,25,Delayed
FN1797,PAX2182,CloudAir,DFW,DEN,02:52,03:26,04:42,04:39,34,-3,Weather,High,1,Friendly staff.,175,2024-12-12,0,On Time
FN9448,PAX2183,CloudAir,LAX,DEN,20:17,20:47,23:25,23:55,30,30,Weather,Medium,1,,107,2024-01-17,30,Delayed
FN4544,PAX2184,CloudAir,LAX,BOS,18:59,19:35,20:50,21:26,36,36,None,Low,5,Uncomfortable seats.,116,2024-05-07,36,Delayed
FN2054,PAX2185,CloudAir,JFK,MIA,20:59,21:35,23:31,00:07,36,36,None,Low,4,Smooth flight.,188,2024-12-29,36,Delayed
FN1128,PAX2186,JetStream,ATL,DEN,18:25,18:50,20:59,21:24,25,25,Technical,Medium,3,,278,2024-09-07,25,Delayed
FN9583,PAX2187,AirNova,JFK,BOS,17:36,18:07,19:14,19:45,31,31,None,Low,2,,215,2024-06-27,31,Delayed
FN5075,PAX2188,SkyJet,ORD,MIA,17:29,18:09,20:05,20:45,40,40,Weather,Low,1,,218,2024-06-30,40,Delayed
FN7548,PAX2189,JetStream,ORD,MIA,11:03,11:35,13:00,13:32,32,32,Technical,Low,5,,227,2024-05-31,32,Delayed
FN2670,PAX2190,SkyJet,JFK,MIA,22:06,22:42,01:09,01:45,36,36,Weather,Low,5,,127,2024-01-25,36,Delayed
FN7348,PAX2191,FlyHigh,DFW,SEA,06:37,07:10,09:24,09:57,33,33,Weather,Low,5,,154,2024-06-28,33,Delayed
FN1543,PAX2192,AirNova,DFW,MIA,16:02,16:29,18:55,19:22,27,27,Crew,Medium,3,,248,2024-07-16,27,Delayed
FN2455,PAX2193,CloudAir,DFW,MIA,06:08,06:33,09:48,09:43,25,-5,Technical,High,3,Delay was frustrating.,217,2024-12-09,0,On Time
FN2681,PAX2194,CloudAir,ATL,BOS,05:54,06:13,08:44,09:03,19,19,Technical,Medium,5,,113,2024-06-09,19,Delayed
FN8148,PAX2195,FlyHigh,ORD,BOS,02:09,02:35,04:46,05:12,26,26,None,Medium,1,,114,2024-06-25,26,Delayed
FN9791,PAX2196,FlyHigh,ATL,DEN,14:53,15:23,17:49,18:19,30,30,Weather,Medium,1,Friendly staff.,187,2024-10-11,30,Delayed
FN3743,PAX2197,FlyHigh,ORD,SEA,03:53,04:23,05:37,05:37,30,0,Weather,High,3,Great service!,203,2024-03-03,0,On Time
FN8319,PAX2198,JetStream,ORD,BOS,18:49,19:22,22:39,23:12,33,33,Weather,Low,5,,68,2024-05-29,33,Delayed
FN3284,PAX2199,AirNova,DFW,MIA,00:43,01:07,03:25,03:29,24,4,Technical,Medium,1,Friendly staff.,269,2024-06-02,4,Delayed
FN1792,PAX2200,SkyJet,ATL,SEA,14:00,14:28,17:34,18:02,28,28,None,Medium,2,Smooth flight.,258,2024-06-04,28,Delayed
FN2693,PAX2201,FlyHigh,DFW,PHX,12:35,13:06,15:47,16:18,31,31,Weather,Low,5,Smooth flight.,138,2024-02-18,31,Delayed
FN9974,PAX2202,JetStream,LAX,PHX,22:07,22:47,00:17,00:57,40,40,Crew,Low,2,Great service!,291,2024-12-02,40,Delayed
FN6253,PAX2203,AirNova,ORD,PHX,02:35,03:03,04:46,04:47,28,1,Technical,Medium,5,Great service!,219,2024-03-24,1,Delayed
FN6479,PAX2204,AirNova,ORD,PHX,19:28,20:12,21:43,21:38,44,-5,Crew,High,3,Great service!,130,2024-12-26,0,On Time
FN4598,PAX2205,SkyJet,ATL,DEN,06:31,07:00,09:51,10:20,29,29,Weather,Medium,5,Great service!,58,2024-06-25,29,Delayed
FN6458,PAX2206,FlyHigh,ATL,SEA,20:23,20:47,23:34,23:58,24,24,None,Medium,5,,259,2024-05-27,24,Delayed
FN1796,PAX2207,FlyHigh,LAX,BOS,23:30,23:57,03:03,03:30,27,27,Technical,Medium,3,Friendly staff.,197,2024-04-27,27,Delayed
FN7349,PAX2208,CloudAir,DFW,MIA,13:11,13:42,15:31,15:32,31,1,Crew,Medium,5,Friendly staff.,169,2024-12-07,1,Delayed
FN6294,PAX2209,SkyJet,ORD,MIA,08:41,09:11,11:36,12:06,30,30,Technical,Medium,5,,277,2024-03-03,30,Delayed
FN4417,PAX2210,FlyHigh,DFW,MIA,02:03,02:32,03:36,04:05,29,29,Weather,Medium,4,,161,2024-07-07,29,Delayed
FN9290,PAX2211,CloudAir,LAX,BOS,13:28,13:55,16:04,16:31,27,27,None,Medium,4,Smooth flight.,196,2024-12-25,27,Delayed
FN6479,PAX2212,FlyHigh,ORD,PHX,16:44,17:11,19:26,19:29,27,3,Crew,Medium,3,Great service!,149,2024-02-18,3,Delayed
FN9964,PAX2213,CloudAir,ORD,BOS,14:18,14:55,16:02,16:39,37,37,None,Low,3,Uncomfortable seats.,150,2024-11-22,37,Delayed
FN5609,PAX2214,JetStream,DFW,DEN,00:01,00:33,03:29,04:01,32,32,Crew,Low,4,Delay was frustrating.,194,2024-09-13,32,Delayed
FN2963,PAX2215,JetStream,ORD,MIA,22:08,22:29,01:23,01:28,21,5,Technical,Medium,4,Great service!,268,2024-08-11,5,Delayed
FN9584,PAX2216,CloudAir,DFW,BOS,05:50,06:17,09:39,09:36,27,-3,None,High,3,Smooth flight.,61,2024-05-20,0,On Time
FN1891,PAX2217,AirNova,JFK,DEN,21:55,22:24,01:02,01:31,29,29,Crew,Medium,5,Smooth flight.,102,2024-08-02,29,Delayed
FN4137,PAX2218,FlyHigh,DFW,BOS,04:08,04:45,05:50,06:27,37,37,Crew,Low,5,,190,2024-07-29,37,Delayed
FN2671,PAX2219,AirNova,JFK,BOS,03:37,04:03,07:36,08:02,26,26,Technical,Medium,2,Friendly staff.,217,2024-11-13,26,Delayed
FN8101,PAX2220,AirNova,ORD,PHX,11:24,11:52,13:20,13:48,28,28,None,Medium,4,,93,2024-02-01,28,Delayed
FN8798,PAX2221,FlyHigh,JFK,DEN,07:02,07:32,08:49,09:19,30,30,Weather,Medium,5,Uncomfortable seats.,292,2024-06-06,30,Delayed
FN6848,PAX2222,CloudAir,ATL,MIA,14:53,15:21,18:13,18:41,28,28,Technical,Medium,2,Delay was frustrating.,202,2024-10-11,28,Delayed
FN2607,PAX2223,FlyHigh,ORD,PHX,19:00,19:21,20:35,20:43,21,8,Crew,Medium,1,,221,2024-10-31,8,Delayed
FN1771,PAX2224,JetStream,ATL,SEA,22:32,23:09,01:04,01:41,37,37,Technical,Low,5,,192,2024-10-12,37,Delayed
FN3669,PAX2225,AirNova,ATL,BOS,03:03,03:36,05:40,06:13,33,33,Crew,Low,5,Smooth flight.,216,2024-05-23,33,Delayed
FN6147,PAX2226,SkyJet,JFK,BOS,00:35,01:09,03:42,04:16,34,34,Technical,Low,2,Great service!,59,2024-01-19,34,Delayed
FN1739,PAX2227,JetStream,DFW,PHX,07:02,07:28,09:47,10:13,26,26,Technical,Medium,3,Friendly staff.,182,2024-01-18,26,Delayed
FN1256,PAX2228,JetStream,LAX,BOS,01:46,02:13,04:05,04:02,27,-3,Weather,High,4,Delay was frustrating.,136,2024-09-13,0,On Time
FN9928,PAX2229,JetStream,LAX,SEA,17:49,18:11,21:43,22:05,22,22,Weather,Medium,2,Delay was frustrating.,260,2024-03-18,22,Delayed
FN7507,PAX2230,FlyHigh,JFK,DEN,14:47,15:15,17:42,18:10,28,28,None,Medium,5,Uncomfortable seats.,241,2024-06-23,28,Delayed
FN9826,PAX2231,SkyJet,JFK,SEA,13:45,14:19,16:05,16:39,34,34,Technical,Low,4,,225,2024-07-12,34,Delayed
FN6416,PAX2232,JetStream,JFK,MIA,10:21,10:46,11:52,11:48,25,-4,Weather,High,1,,116,2024-04-22,0,On Time
FN4593,PAX2233,FlyHigh,JFK,PHX,11:20,11:42,15:01,15:23,22,22,Crew,Medium,4,Great service!,151,2024-04-23,22,Delayed
FN6303,PAX2234,AirNova,LAX,SEA,11:42,12:13,13:46,14:17,31,31,None,Low,5,,189,2024-08-09,31,Delayed
FN4683,PAX2235,CloudAir,LAX,DEN,16:39,17:08,20:11,20:40,29,29,Technical,Medium,3,Friendly staff.,73,2024-06-14,29,Delayed
FN6849,PAX2236,AirNova,JFK,PHX,12:50,13:28,14:35,15:13,38,38,Crew,Low,4,Friendly staff.,97,2024-11-14,38,Delayed
FN9752,PAX2237,SkyJet,ATL,DEN,18:03,18:35,20:52,21:24,32,32,Weather,Low,5,Uncomfortable seats.,225,2024-05-11,32,Delayed
FN8646,PAX2238,FlyHigh,LAX,DEN,16:55,17:23,19:12,19:40,28,28,Weather,Medium,2,Great service!,283,2024-09-20,28,Delayed
FN2421,PAX2239,JetStream,ORD,BOS,20:10,20:41,22:52,23:23,31,31,Weather,Low,3,,95,2024-02-24,31,Delayed
FN6921,PAX2240,FlyHigh,ORD,BOS,19:39,20:17,23:18,23:56,38,38,Technical,Low,3,Uncomfortable seats.,171,2024-12-24,38,Delayed
FN6918,PAX2241,AirNova,DFW,BOS,12:48,13:12,16:23,16:47,24,24,Weather,Medium,5,Smooth flight.,274,2024-05-10,24,Delayed
FN1942,PAX2242,FlyHigh,ATL,SEA,11:02,11:36,13:58,14:32,34,34,Weather,Low,5,Great service!,114,2024-10-14,34,Delayed
FN1479,PAX2243,AirNova,ATL,SEA,14:50,15:12,17:07,17:29,22,22,None,Medium,2,Uncomfortable seats.,137,2024-09-22,22,Delayed
FN5503,PAX2244,CloudAir,LAX,MIA,13:33,14:07,15:49,16:23,34,34,Crew,Low,5,Delay was frustrating.,62,2024-06-10,34,Delayed
FN4570,PAX2245,JetStream,LAX,BOS,02:45,03:19,05:52,06:26,34,34,Technical,Low,2,,237,2024-03-27,34,Delayed
FN5321,PAX2246,JetStream,LAX,SEA,23:43,00:13,02:39,03:09,30,30,Technical,Medium,3,,281,2024-02-24,30,Delayed
FN6914,PAX2247,FlyHigh,DFW,DEN,02:14,02:42,03:46,04:14,28,28,None,Medium,3,Delay was frustrating.,228,2024-10-14,28,Delayed
FN4044,PAX2248,FlyHigh,LAX,BOS,13:22,13:50,16:34,17:02,28,28,None,Medium,4,Uncomfortable seats.,285,2024-06-26,28,Delayed
FN2486,PAX2249,SkyJet,LAX,DEN,09:28,09:59,11:31,12:02,31,31,None,Low,2,Friendly staff.,102,2024-12-14,31,Delayed
FN2539,PAX2250,CloudAir,ATL,BOS,07:35,08:14,10:27,10:36,39,9,Weather,Medium,5,,213,2024-01-08,9,Delayed
FN1379,PAX2251,FlyHigh,LAX,DEN,00:28,01:09,03:48,04:29,41,41,Weather,Low,1,Friendly staff.,80,2024-11-16,41,Delayed
FN8921,PAX2252,FlyHigh,LAX,DEN,11:20,11:56,14:50,14:56,36,6,None,Medium,5,Great service!,161,2024-11-08,6,Delayed
FN9032,PAX2253,SkyJet,ATL,PHX,13:58,14:33,17:28,17:33,35,5,Weather,Medium,5,Delay was frustrating.,268,2024-09-03,5,Delayed
FN5868,PAX2254,CloudAir,ATL,SEA,20:44,21:11,23:57,00:24,27,27,Weather,Medium,4,Friendly staff.,135,2024-11-18,27,Delayed
FN5842,PAX2255,FlyHigh,DFW,PHX,17:41,18:11,20:02,20:32,30,30,Technical,Medium,4,Smooth flight.,296,2024-09-11,30,Delayed
FN9973,PAX2256,CloudAir,DFW,BOS,11:33,11:56,13:11,13:34,23,23,Weather,Medium,4,Smooth flight.,213,2024-11-23,23,Delayed
FN9924,PAX2257,FlyHigh,ORD,PHX,08:34,09:06,12:29,12:35,32,6,Technical,Medium,5,Smooth flight.,139,2024-02-23,6,Delayed
FN1172,PAX2258,SkyJet,ATL,BOS,21:19,21:52,23:53,00:26,33,33,Weather,Low,4,,194,2024-09-05,33,Delayed
FN1142,PAX2259,CloudAir,DFW,MIA,00:52,01:21,04:40,05:09,29,29,Crew,Medium,3,,80,2024-08-26,29,Delayed
FN3369,PAX2260,JetStream,DFW,DEN,21:47,22:21,23:32,00:06,34,34,Crew,Low,2,Smooth flight.,138,2024-08-16,34,Delayed
FN8965,PAX2261,AirNova,JFK,PHX,18:25,19:00,21:32,21:39,35,7,None,Medium,1,,99,2024-03-07,7,Delayed
FN8257,PAX2262,SkyJet,JFK,PHX,18:23,18:43,21:17,21:37,20,20,None,Medium,5,,100,2024-02-20,20,Delayed
FN1921,PAX2263,CloudAir,ATL,MIA,09:40,10:07,13:35,14:02,27,27,Crew,Medium,3,Great service!,144,2024-04-06,27,Delayed
FN6080,PAX2264,FlyHigh,ORD,SEA,03:35,03:57,05:35,05:57,22,22,None,Medium,2,Smooth flight.,126,2024-04-01,22,Delayed
FN8769,PAX2265,JetStream,ATL,MIA,10:03,10:28,13:39,14:04,25,25,Technical,Medium,5,Great service!,108,2024-09-20,25,Delayed
FN6086,PAX2266,AirNova,ATL,SEA,09:21,09:51,12:57,13:27,30,30,Technical,Medium,5,,160,2024-10-17,30,Delayed
FN6642,PAX2267,CloudAir,ORD,PHX,12:44,13:19,16:30,17:05,35,35,Weather,Low,5,Uncomfortable seats.,238,2024-04-05,35,Delayed
FN3793,PAX2268,FlyHigh,ATL,SEA,09:32,10:02,11:31,11:26,30,-5,Technical,High,1,Great service!,106,2024-03-28,0,On Time
FN3985,PAX2269,AirNova,LAX,PHX,07:23,08:00,09:26,09:29,37,3,Crew,Medium,5,,244,2024-03-18,3,Delayed
FN9100,PAX2270,AirNova,JFK,MIA,17:23,17:55,20:43,21:15,32,32,Technical,Low,2,Great service!,287,2024-10-14,32,Delayed
FN7592,PAX2271,AirNova,DFW,PHX,00:16,00:45,03:13,03:14,29,1,Weather,Medium,3,,99,2024-04-29,1,Delayed
FN1576,PAX2272,FlyHigh,LAX,DEN,08:19,08:46,12:14,12:41,27,27,Weather,Medium,2,Friendly staff.,206,2024-10-28,27,Delayed
FN4563,PAX2273,FlyHigh,DFW,DEN,06:40,07:04,09:37,10:01,24,24,Technical,Medium,5,,58,2024-06-13,24,Delayed
FN6462,PAX2274,AirNova,JFK,BOS,15:08,15:42,17:51,18:25,34,34,Weather,Low,4,Great service!,198,2024-06-30,34,Delayed
